GameID,FM1
1858,"April: Dad (5), Amy (28), 8 (4), Eve (15) & be petted (6)Kevin: Mom (23), Kim (2), 10 (5), gift & lick themselves (9)Unsaid #1s: Friend, 5, tree & sleep"
1859,"Tyler: Strip joint (36), hatch (23), shirts (2), five (42) & bark (30)Sandy: Bar (42), catch (24), palm trees, six (25) & mooUnsaid #1: Food/luau || Category: || ""Family Feud"""
1860,"Stephanie: 5 (23), shoes, watch TV (18), shoes (38) & boat (52)April: 6 (10), makeup (18), read (14) & piratesUnsaid #1s: 10, cologne/aftershave & sleep"
1861,"Tyler: Piece of cake (7), 5yrs (17), cars (38) & jockstrap (9)Sandy: Piece of pie (12), 3yrs (13), spoon (4), marriages (10) & monkey (53)Unsaid #1s: Cookie, 2yrs & dune || Category: || ""Family Feud"""
1862,"Julia: Everything, rabbit (18), hole (2), 20 (4) & alarm clock (42)Ephraim: Home (37), reindeer, mud (37), 100 & children crying (3)Unsaid #1s: (Half of) money, rhino & 40"
1863,"Derrick: 5 (28), loop (20), pig (21), Grumpy (49) & potato (64)Angela: 7 (28), boop, panda, Dopey & beetUnsaid #1: Hoop || Category: || ""Family Feud"""
1864,"Julia: Homes, 9 (11), waist (26), drink/body shots (30) & elephantEphraim: Boots (43), 10 (24), neck size, hook up (13) & pigUnsaid #1s: Earrings, bust/bra & duck"
1865,"Derrick: 18 (17), rum (7), bedspread (2), Chick-O & lights (12)Angela: 16 (3), tequila (24), shoes/clothes (18), match (4) & cards (12) Unsaid #1s: 20, furniture/bed, pick up & tree || Category: || ""Family Feud"""
1866,"Kayla: 10 (9), prisoners (18), horse (29), Vegas & jumbo (57)Cory: 9 (13), bars (21), camel (28), WA (2) & â€œDUMBOâ€ (28)Unsaid #1s: 5 & 8 (tied), bed/sheets, elephant & FL"
1867,"Jessi: Dog (20), boil (34), Happy (39), two (43) & washing machine (53)- ACEDDane: Bear (17), spoil, Dopey, all & dryer || Category: || ""Family Feud"""
1868,"Kierstin: Rhino (13), money (26), church (18), 7 (15) & scrambled (44)Kaitlin: Hippo (21), obstacle course, beach/ocean (27), 8 (11) & runnyUnsaid #1: 1"
1869,"Angie: Canary, lipstick (20), real (19), 6PM (36) & jumping (4)Teisha: Penguin, blush (11), simple (13), 7PM (18) & running (42)Unsaid #1s: Ostrich & clean || Category: || ""Family Feud"""
1870,"Terrie: Spouse/mate (26), 8 (35), green (36), being rich (10) & sweatshirt (20)Kierstin: Friend (35), 7 (11), red (17), mom (8) & jacket (18)Unsaid #1s: Getting married & car"
1871,"Angie: Restaurant (30), 7 (6), football (20), peach (29) & bald head (14)Teisha: Work (4), 9 (7), baseball (3), banana (31) & buttUnsaid #1s: 10, golf & weight/belly || Category: || ""Family Feud"""
1872,"Terrie: 2 (16), back (28), Feb. (8) & steam (3)Kierstin: 8 (10), chest (2), Apr. (6), banjo (2) & beam (5)Unsaid #1s: 1, Mar., cello & cream"
1873,"Unique: Groin (9), $100 (25), umbrella (41), dog (7) & video games (21)Connita: Legs, $50 (12), toupee (10), plank (42) & candy/food (52)Unsaid #1: Fingers/hands || Category: || ""Family Feud"""
1874,"Terrie: Gun (38), 8 (24), milk (29), airplane (42) & lawnmower (57)Kierstin: Wallet (5), 10 (22), bread, roller coaster/amusement park & hedger"
1875,"Janna: Chocolate/candy (14), donkey (3), 8 (13), car (32) & board (42)Janet: Cake (8), pig (7), 10 (35), your brain (2) & wave (2)Unsaid #1s: Ice cream & elephant || Category: || ""Family Feud"""
1876,"Peggy: 2hrs (4), tail (25), Christmas (5), spider (30) & limb (4)Carly: :05, batteries, anniversary (27), cockroach (19) & treeUnsaid #1s: Wk. & intelligence"
1877,"Janna: Whistle (9), 9 (12), big (4), lifeguard (44) & stethoscope (60)Cheryl: Cat (11), 8 (21), cheese (28), aquarium worker (2)Unsaid #1: People/mail carrier || Category: || ""Family Feud"""
1878,"Category: || ""Family Feud"""
