CommentID,PostID,CommentOrder,Author,Comment
462,438,2,Matthew Yothers ,And Steve just can’t stand Jenitha again.
463,440,1,jpgenius ,"Ah, the start of the Burgesses’ adventure."
464,440,2,Matthew Yothers ,"And they start their run by getting $20,000 right on the nose."
465,440,3,jpgenius ,"Sorry Beams family. The way things aired (it was skipped), we knew a 🚗 loss was gonna happen. 😥"
466,441,1,Matthew Yothers ,"Wait, weren’t the Johnson family in the Quinn family’s 2nd game the previous year?"
467,442,1,jpgenius ,GO HARTINGS!
468,444,1,jpgenius ,I wish they had Miss Irma play Fast Money. She was HILARIOUS. But great comeback by John!
469,448,1,jpgenius ,"Wait, flirt with BOTH HER parents? I would’ve said flirt with HIS dad."
470,450,1,jpgenius ,I’m a little surprised the Daniels got 149 without getting any top answers.
471,451,1,jpgenius ,"Wow. Just wow. $61,455 is a FANTASTIC total for 5 days. GO Burgesses!"
472,451,2,jpgenius ,"Let’s not forget the Arevalo family from Oct. 2004 ($61,685 – a record?)."
473,451,3,Matthew Yothers ,"$61,455! That’s a new record for the highest 5-day total in the Steve Harvey era. Well done, Burgesses, and congratulations for winning the car, too."
474,451,4,Matthew Yothers ,"Not quite, I just saw the Cole family’s 5th game from 2002, who won $61,755, also in the Richard Karn era, they still hold on to the record after so many years."
475,451,5,jpgenius ,"I just saw it too. They had $60K+ before winning their 5th game, which is unbelievable."
476,451,6,futuresamthegameshow ,"That was UNBELIEVABLE! First time I’ve ever seen $60,000. I hope Ismael sees this."
477,453,1,jpgenius ,"ANOTHER woman Rob? TMI! It’s “a man”, not “a MARRIED man”! LOL."
478,453,2,Matthew Yothers ,"Oh, darn, the Tattersalls put up another shocking loss by 2 points."
479,454,1,jpgenius ,I didn’t think she gave all the top answers. Nice work!
480,454,2,jpgenius ,"Actually, Torquesia DIDN’T get the last #1 answer, Janine did (Internet). Still, great job!"
481,454,3,FirstDarla ,"I see you don’t monetize your blog, don’t waste your traffic,
you can earn additional bucks every month because you’ve got
hi quality content. If you want to know how to make extra bucks, search for: Boorfe’s tips best adsense alternative"
482,455,1,jpgenius ,WHOA – you can’t say THOSE answers to the “other woman” question on TV! Like #1!
483,460,1,Bob ,“Name something BAD about a guy that DOESN’T show up in a photo.”
484,461,1,jpgenius ,Not very often you see two families from St. Paul.
485,462,1,Rohan Johnson ,Great job in Fast Money Noris Family! 💵😁
486,463,1,jpgenius ,"Sorry Krals. But when I read the recaps, I saw it coming given the Gants appeared the following season."
487,463,2,Rohan Johnson ,"Yup, first the Kral Family lose the car, and then the Giants miss by 11 points in FM."
488,465,1,jpgenius ,Save the whales is #1? Wow.
489,469,1,jpgenius ,"Man, I hate seeing a family losing the 🚗 twice. I hope the Hughes family still had fun."
490,469,2,Matthew Yothers ,"I agree, and it’s also painful to see the Allen family miss out on another $20,000 by 5 points."
491,469,3,Matthew Yothers ,"And also, on the other hand, the Hughes family still left with $21,775, which is better than nothing."
492,470,1,jpgenius ,Not very often you see an all-military family like the Vernons.
493,471,1,jpgenius ,It’s OK Hodges. It’s your first Fast Money.
494,473,1,jpgenius ,Selena (Brooks family) was on Wheel back in 2011 (Best of the Best).
495,474,1,DAFEWD00 ,"Welcome back, Goulds."
496,475,1,jpgenius ,"Wow…had Jamila said spouse instead of teacher, she would’ve gotten all the top answers. Great shot at it though."
497,477,1,jpgenius ,"“Kayla says…” Kayla, this is Family Feud, not the Kayla Show. 😂"
498,477,2,jpgenius ,"Also, Emma repeated the first 4 answers. FM is not as easy as it looks, folks."
499,479,1,jpgenius ,ONE?!?! Who did they interview?
500,479,2,jpgenius ,For pregnant women.
501,480,1,DAFEWD00 ,"Man, I hate seeing the Goulds lose the 🚗. You still did very good though."
502,480,2,jpgenius ,Was Xavier Prather the same person who just won Big Brother?
503,482,1,Matthew Yothers ,Unbelievable! The Hughes family had all of the #1 answers and they still lost.
504,482,2,jpgenius ,Bummer.
505,482,3,jpgenius ,Potato – WHAT?! 😳
506,484,1,jpgenius ,“He’s white.” 😂😂😂
507,484,2,Rohan Johnson ,"Well, I’m sad to see the Feltons go 😢, but I’m happy to see the Hughes win $20,000 💵👍."
508,485,1,jpgenius ,Aw no car for the Hughes?
509,486,1,jpgenius ,"The thing on his back? Not specific enough, DJ."
510,486,2,jpgenius ,Brandon’s just what the Siureks needed! Now let’s see if they win the 🚗…
511,487,1,jpgenius ,GO TINA!!! 😁
512,487,2,jpgenius ,"Had she gotten the top answer to #2, she still would’ve missed by a point. WOW. It’s hard getting 200 by yourself."
513,488,1,jpgenius ,Nice work John!
514,488,2,jpgenius ,The Stapletons’ first FM.
515,489,1,jpgenius ,Oh boy – get ready for the shouting AGAIN (the Moffetts won $20K previously). 😁
516,489,2,jpgenius ,"Don’t wanna offend anybody here, but I have something to say about “bi/crazy for c——“. The day this aired was actually the first time I EVER heard the C-word and I thought it was a nickname. For a PERSON. Honest."
517,490,1,jpgenius ,The highlight of this episode was the Wardlaws’ performance. They’re gospel music recording artists.
518,492,1,jpgenius ,"This was actually the Flams, not the Slagles."
519,493,1,jpgenius ,This game actually went to Sudden Death.
520,494,1,jpgenius ,MAN…I wanted the Moffetts to win the 🚗. But they got $41K+.
521,494,2,Andrew ,You must tell me which season and episode this is from. I’m having the hardest time finding It!
522,494,3,Rohan Johnson ,This is from Season 16 Episode 21.
523,495,1,jpgenius ,Welcome back Rosados.
524,495,2,Matthew Yothers ,"Yes, welcome back, guys. And also, for the question “something people do when they have extra time in the morning”, sleep and eat should be TIED for the #1 answer."
525,495,3,Matthew Yothers ,"Ouch, what a double-shocking performance, the Gardners lost the car, and the Rodgers lost $20,000 by 2 points."
526,496,1,jpgenius ,"Eric: “I shake my kids.”
Tajuana: “What?!”"
527,496,2,jpgenius ,Should’ve seen the McCarthys dance after winning FM. 😂
528,499,1,jpgenius ,Rats. Missed by 9. At least the Quinns won a 🚗.
529,499,2,jpgenius ,"Also, his minister? And DOOKIE?!"
530,502,1,jpgenius ,Missing by two points…and then eight? Yipes.
531,502,2,jpgenius ,I’m shocked. Only 10 sit-ups?! You should’ve seen the look on Stephanie’s face when that was announced. 😳
532,503,1,jpgenius ,GO MICHELLE!!!
533,505,1,jpgenius ,Kicking his kids? Really?
534,505,2,jpgenius ,Oh BROTHER. The Lacys are here.
535,506,1,DAFEWD00 ,"Masturbating, D? Really? O_O"
536,508,1,jpgenius ,"THAT’S how you play the Feud: $42,760 and a 🚗. WTG Sturinos!"
537,508,2,Matthew Yothers ,"I agree, and they deserved to win it, too, also, they put an end to the really long streak without a car win in Group 1. Amazing!"
538,509,1,jpgenius ,Why would you tell anyone that you’re sleeping with a coworker? TMI! 😳
539,510,1,jpgenius ,GO Caauwes!
540,511,1,jpgenius ,I was just watching the Cossalters’ first FM attempt.
541,513,1,jpgenius ,Great 🚗 win Caauwes!
542,513,2,Matthew Yothers ,"I also noticed that Jack from the Brinson family is an Eagle Scout, explaining the belt he’s wearing."
543,513,3,Matthew Yothers ,"And also, I just became an Eagle Scout as well."
544,515,1,Matthew Yothers ,"Wow! That’s another $20,000 to the Campbell family."
545,515,2,Matthew Yothers ,"And also, I found that thread was given by Lindsey when she said needle and thread, but needle was the first thing she said, so the judges gave her just needle."
546,517,1,Matthew Yothers ,"For the question “Something a dog sees that causes it to bark its head off”, the #1 answer is actually strangers/people."
547,521,1,jpgenius ,If I EVER see “float a dookie” on this show one more time…that is foul. 🙄😳
548,521,2,jpgenius ,Wait a second – Dana and Linda switched places after the first survey? But why? 😳
549,522,1,jpgenius ,Nice work there Budas!
550,522,2,jpgenius ,"WOW – after three FM losses, the Stocktons finally hit paydirt! Fantastic. 😁"
551,523,1,jpgenius ,GREAT work David! 👍🏾👍🏾
552,524,1,jpgenius ,Sucks to see the Mastrinos lose the 🚗 again.
553,524,2,Matthew Yothers ,"I agree, and I also feel bad to see the Silers lose on their second day. On the other hand, they did win $20,000 in their first game."
554,524,3,Matthew Yothers ,And I also liked it when Steve noticed that the Mastrino brothers were wearing Steve Harvey suits.
555,525,1,jpgenius ,"The Maloofs are on a ROLL! Also, condoms?!?!"
556,526,1,jpgenius ,Aw rats. I wanted the Campbells to win the 🚗.
557,526,2,Matthew Yothers ,"I agree, but on the bright side, they’re still leaving with $41,295. That’s not bad."
558,526,3,Matthew Yothers ,"Plus, I think it’s good enough to actually buy a car though."
559,526,4,Matthew Yothers ,"And also, for that letter of the alphabet question, I thought L was going to be #1, but it’ll definitely be up there, too, maybe it’ll be the 2nd highest answer."
560,528,1,jpgenius ,Aw rats. No 🚗 for the Stocktons?
561,528,2,jpgenius ,"How ironic. The Steeles shut out the Fowlkes, and then the Fowlkes do the same to the Steeles."
562,528,3,Matthew Yothers ,What a turnover for them!
563,528,4,Matthew Yothers ,"And also, Noureyah, what an amazing comeback from your first attempt in Fast Money, even though you just didn’t get enough for another $20,000."
564,529,1,jpgenius ,22 and 7. Too young! 😳😂
565,529,2,FEWDLUVR3 ,I’m probably gonna guess the #1 answer to the last FM Q in Game #2 is knife.
566,529,3,DAFEWD00 ,"Either that, or gun. Does someone have the answer?"
567,531,1,jpgenius ,"Lucy must have gotten REAL giddy when she heard the double-point question, given was all too excited to answer “dancer” and share her Chippendale’s story. 😳😬"
568,533,1,jpgenius ,"When Steve asked Alexis about her dad Derick dressing her, Shae jumped in and said that Derick was her ex. Another “no feud in this family” moment."
569,533,2,Matthew Yothers ,"Wow, as of right now, this is the 1st time we’ve had not 1, but 2 car winning families as 2 brand new teams."
570,533,3,jpgenius ,And then the Matkins and Mossers broke that record with 4 in a row.
571,535,1,jpgenius ,How six and mouthwash didn’t score any points is beyond me.
572,537,1,jpgenius ,"Echoes of Jeff Pippin’s “sister” answer, but worse – his mom and the dog were also given. 😰"
573,537,2,jpgenius ,"Also, a woman has to be licked, Gene?"
574,537,3,jpgenius ,Sources tell me that the Stuerkes appeared on the Combs version and won $17K+ over 5 games. Too bad they walked out empty-handed this time around.
575,538,1,jpgenius ,WTG Chris! BTW Tyler’s known as Ninja on Halo.
576,538,2,Matthew Yothers ,"Yes, Ninja starts his run here."
577,538,3,jpgenius ,"Also, just because it’s Panda Express doesn’t mean they serve panda."
578,538,4,DAFEWD00 ,How did NO ONE get frog legs?!
579,540,1,jpgenius ,This day was a VERY good day in game shows.
580,541,1,jpgenius ,"Dang, the Blevins have gotten HOT – $40,760!"
581,541,2,jpgenius ,Another adventure begins – GO Circuits!
582,541,3,jpgenius ,And – why would a cheapskate give his mistress THAT? 😳
583,542,1,jpgenius ,"I remember watching this episode (the first I saw with the Blevins). Sad to see the Blevins go, but Jason Beams’ FM answer was HILARIOUS. Mother-in-law?! 😂🤣"
584,542,2,Matthew Yothers ,"Jason: Not MY mother-in-law.
Steve: No (how many times), not MY mother-in-law. (mocking Jason)"
585,542,3,Matthew Yothers ,"Yeah, but they still left with $40,760. WTG Ninja and the Blevinses."
586,542,4,jpgenius ,"Oh brother – first gerbil, now intimacy (hot and dirty) and Barney Rabbit."
587,543,1,jpgenius ,WHO would trade their husband for THAT (Todd’s answer)?! 😳
588,544,1,jpgenius ,I didn’t know zombies are black. 😳
589,544,2,Matthew Yothers ,Another funny Family Feud moment right there.
590,544,3,Matthew Yothers ,"I’m just curious, what does the G.O. mean in Fast Money?"
591,544,4,GMS1000 ,Probably Get Out or Game Over
592,544,5,Matthew Yothers ,"Yeah, I think it means game over, too, thanks for pointing that out GMS1000."
593,545,1,jpgenius ,"The Circuits have gotten HOT – $40,950!"
594,545,2,jpgenius ,“My dancing d—”…only two people could’ve said that.
595,546,1,DAFEWD00 ,How did baked goods score nothing?
596,547,1,jpgenius ,"The Beams have gotten REAL HOT – $41,450 HOT!"
597,547,2,jpgenius ,GO CIRCUITS!!! Go on and claim your 🚗!
598,548,1,jpgenius ,Meagan and Dustin: the dream team for two days in a row!
599,548,2,jpgenius ,Great job winning that 🚗 Griers!
600,549,1,jpgenius ,The Byrds’ catchphrase: “Birds of a feather flock together!” And they had the feathers to prove it.
601,550,1,jpgenius ,Nice job Reeds! But…Charlie tore his Achilles’ tendon while celebrating. OUCH.
602,550,2,Joseph McGill ,"On the jersey shore, condoms are most commonly referred to as ‘JIMMY-HAT’ .  "
603,551,1,DAFEWD00 ,Poor Charlie…being confined to a wheelchair after last night’s FM win. 😞 😢
604,551,2,Matthew Yothers ,"Actually, he had crutches for the rest of their run."
605,554,1,jpgenius ,DOGGONE IT.
606,555,1,jpgenius ,How did Rodney King get zero?
607,555,2,FEWDLUVR3 ,"Wow, three skips on the second Fast Money? They really shouldn’t have picked Kenny."
608,556,1,jpgenius ,"There you go, White family."
609,556,2,Matthew Yothers ,"Yes, and well done to you, too, Ames family, for winning $20,000, and getting all of the #1s."
610,557,1,jpgenius ,WHOA there – Cinderella didn’t drink alcohol.
611,558,1,Matthew Yothers ,"Wow! What a win for the Keefe family. They won $20,000 right on the head."
612,558,2,Matthew Yothers ,"And also, in reality, cats sleep between 12 and 16 hours a day."
613,559,1,jpgenius ,Ervin (when Steve was fixing his tie): “Steve Harvey is touching me!”
614,560,1,jpgenius ,"Well, THIS is interesting: Dottie and Robert are divorcees, and Kendrah is his new wife."
615,561,1,jpgenius ,Just because Cheryl said 30 doesn’t mean 31 is up there.
616,561,2,jpgenius ,I remember being as nervous as Steve during the 6-/12-in. question.
617,562,1,jpgenius ,The Rieckenbergs sure had quite a run.
618,563,1,jpgenius ,Steve was just WAITING for someone to say THAT answer (first question).
619,563,2,DAFEWD00 ,IDIOT?!
620,563,3,jpgenius ,That answer is so out of left field… 😂😂😂
621,565,1,jpgenius ,Bring on the SHOUTING (from the Moffetts)!
622,565,2,jpgenius ,GREAT 🚗-winning comeback Siureks!
623,567,1,jpgenius ,What? San Quentin? Why?
624,567,2,Matthew Yothers ,"Darn! They had all #1 answers and they still lost. Sorry, Rollysons."
625,567,3,Matthew Yothers ,"On the other hand, the Eligon family had all #1 answers and they DID win $20,000, giving them a 2-day total of $40,000."
626,570,1,Matthew Yothers ,"In the military parade question, Brandy said stop, which obviously is the same as halt."
627,571,1,Matthew Yothers ,"Darn, the Siurek family missed out on $20,000 by just 2 points."
628,572,1,jpgenius ,Game 2: I think the #1 answer to the last FM question was clothes.
629,572,2,Merton Kreps ,"No, home and apartment was number one."
630,575,1,jpgenius ,Wow…first FM loss and Sudden Death question this season already. Those events don’t happen often on the Celebrity Feud.
631,581,1,jpgenius ,"I think I know the censored answer Velvet Sky gave…but I’m not at liberty to say it. This is Family Feud, Velvet! 😳😂"
632,585,1,jpgenius ,Uh-oh…echoes of the Pillsbury Doughboy in the Bieber/Trump question. 😂😂😂
633,589,1,jpgenius ,"A COSTUME?! And handcuffs?! Dang, the Feud’s gotten raunchy."
634,591,1,jpgenius ,Rob pulled a Ken Jennings there.
635,593,1,jpgenius ,"You broke 7 commandments in a month, Lauren? WHOA… 😳😬😰"
636,593,2,Avril Smith ,"For whosoever shall keep the whole law, and yet offend in one point, he is guilty of all.
James 2.10"
637,596,1,jpgenius ,OUCH. If only Scott said Halloween…it would’ve been 200+ instead of 198.
638,597,1,jpgenius ,FINALLY! The Donaldsons win the big money! And now for the 🚗…
639,598,1,jpgenius ,"YES! The Donaldsons win 5 games, $22,885, a 🚗…they did AWESOME."
640,599,1,jpgenius ,This episode was HILARIOUS.
641,599,2,Matthew Yothers ,"Wait a minute, the croupier is another word for a dealer, so they actually had all of the #1s in this 2nd Fast Money."
642,600,1,jpgenius ,Now THAT was just painful to watch. 😥
643,601,1,jpgenius ,"Sad to see the Sasses lose the 🚗 after that heartbreaking FM, but happy to see the Lennears win $20K."
644,602,1,jpgenius ,"Given both Joe Reed and Joey Kelly are both dancers, I wish they had a dance-off."
645,602,2,Matthew Yothers ,"Also, that episode was Steve’s 2-time Emmy winning special."
646,602,3,Matthew Yothers ,And didn’t the Kellys cause a car repo in the premiere of the previous season?
647,603,1,jpgenius ,Sad to see the Reeds lose the 🚗. Could’ve been 3 wins in a row (after the Siureks and Griers).
648,603,2,DAFEWD00 ,I agree. Who would’ve EVER thought of POTATO as the final answer?!
649,603,3,DAFEWD00 ,Who even EATS potato skins?
650,603,4,jpgenius ,"Well, think of potato skins."
651,604,1,jpgenius ,I believe Belva said “a better body”.
652,612,1,jpgenius ,A well-deserved win for the Hutchinson brothers!
653,613,1,jpgenius ,"Well, THAT’S painful – 199 points. At least they won $10K and not $995."
654,615,1,jpgenius ,"Wow. All it took was a 🚗 win, and the Reyes finally win the money! Great work!"
655,618,1,jpgenius ,A CONDOM is #1?!?! 😳🤦🏾‍♂️
656,619,1,jpgenius ,Making whoopee on your cheating husband’s body? That’s disgusting. 😳😰
657,620,1,jpgenius ,"Both episodes were funny, but the first one… 😂😂😂"
658,621,1,jpgenius ,This is pretty painful to watch. 😥
659,621,2,Rohan Johnson ,"Yup, The Tuckers were so close to winning that $20,000. They missed by 5 points, but let’s look on the bright side. They still have $41,680, and that’s actually good enough for them to pay for car. And I’m also happy to see the Docks win $20,000 on their first game."
660,622,1,Ant1988 ,"The premiere episodes of this season started with a dismal 117 in G1 fast money, but won it in Game 2. 1 and 1 in fast money this season."
661,622,2,jpgenius ,GO ALEX!!! 👍🏾👍🏾
662,623,1,jpgenius ,Nice work in FM Tuckers!
663,624,1,jpgenius ,"Boy, we’ve had some funny, crazy and loud families already. Like the Roccos."
664,624,2,jpgenius ,Steve: “Kansas. It’s completely flat.” 😂
665,625,1,jpgenius ,The Tuckers have been full of crazy answers.
666,626,1,jpgenius ,Kiss your boss’…whoa. WHOA there Sydney. 😳
667,628,1,jpgenius ,Did Steve really have trouble pronouncing the Salehzadehs’ name?
668,629,1,jpgenius ,"Wow, no 🚗 for the Docks, huh? 😭"
669,630,1,jpgenius ,Sad to see the Masseys lose the 🚗. But this was a pretty good first week.
670,630,2,Matthew Yothers ,"The Masseys would’ve deserved it too if they won, but they still left with $41,600."
671,630,3,jpgenius ,"Besides, both the Masseys AND the Chambers were hilarious. "
672,631,1,jpgenius ,"Um Larry, I don’t think you should say that answer (in question 1) on TV. 😳"
673,632,1,jpgenius ,Always nice to see 2 $20K wins in one night. But Braden’s foul language though… 😳
674,632,2,Matthew Yothers ,"Wait, where in the 2nd game did you notice that?"
675,633,1,jpgenius ,Kenyala said she’d trade her husband for BREAD 🍞 – and then agreed with Jody when he said shoes. WOW. 😳😂
676,634,1,jpgenius ,TOASTER OVEN?!?! 😳😰🤢
677,634,2,ant0824 ,No wonder they lost in the Fast Money.
678,634,3,jpgenius ,Who throws a toaster oven at her husband? She’ll be on Snapped!
679,635,1,jpgenius ,GO COXES!!!
680,635,2,Matthew Yothers ,"In the Washburns’s Fast Money, we have a new record getting three ties for the #1 answer in a row."
681,635,3,jpgenius ,That’s very unusual.
682,636,1,jpgenius ,Very interesting that both of these episodes had a family going from 0 to Sudden Death and the winning teams earning $20K.
683,638,1,jpgenius ,OUCH. Sad to see the brothers miss by 2 points.
684,640,1,jpgenius ,Things sure got crazy with the Ereksons and Zoets.
685,642,1,Matthew Yothers ,I thought a parka is a coat.
686,642,2,Matthew Yothers ,And I was also thinking Louie Anderson for the famous Anderson.
687,642,3,Matthew Yothers ,I guess I have to say this. RIP Louie Anderson. The Family Feud crew back then and the crew right now will never forget you.
688,642,4,Matthew Yothers ,So Joelle actually DID have the #1 answer for that Eskimo question.
689,643,1,Dulce ,yes
690,643,2,jpgenius ,$40K in 2 days? The Ereksons are on a roll! And 3rd time’s the charm for the Noyolas.
691,645,1,jpgenius ,"Dang, the Noyolas are on FIRE! Now let’s see them win that 🚗. I think an answer involving hair in the Cucinottas’ 1st game brought them back."
692,645,2,Matthew Yothers ,"Yeah, I was about to say, the Cucinotta family is definitely familiar."
693,647,1,jpgenius ,"Wow. Always nice to see 2 🚗 wins in a row. Great 5-day run, Nelsons!"
694,647,2,Matthew Yothers ,And Andrew also shocked Steve in Sudden Death resulting in the car win.
695,647,3,dylanjgameshows ,"As old Barker said when Joy SOMEHOW managed to win the car in 10 Chances… “I can’t believe it. I can’t believe that happened! I can’t believe it!” Steve was right. We DID see a miracle. For those who don’t know, Andrew was getting strikes all week, so to see him FINALLY get an answer on the board (the one
that won them the car), and in SD no less, is AMAZING. WTG, Nelsons! I know this is from 5+ years ago, but still."
696,648,1,Charles Shen ,There is a 5 time Champion today?
697,648,2,jpgenius ,GO NOYOLAS! Grab that 🚗!
698,650,1,jpgenius ,GO EREKSONS! 😁
699,650,2,jpgenius ,"Oh, and the Newmans left in stitches."
700,650,3,jpgenius ,Left me (or all of us) in stitches.
701,653,1,jpgenius ,"Good match between two fun families, but the hometown team (the Kellys) came out on top!"
702,655,1,jpgenius ,You go Vernard!
703,657,1,jpgenius ,Licorice (George) and Poundcake (Will). What a duo.
704,658,1,jpgenius ,Your marriage. YIKES. 😳😬
705,659,1,jpgenius ,"GO GANTS!!! 🚗 And boy, the Fabianos are winning BIG! 💵"
706,660,1,Matthew Yothers ,Big Game James makes his debut here.
707,660,2,Matthew Yothers ,"And also, I think you made another error with the #1s; for the question “Something people ride when they need a barf bag,” I found out that roller coaster/amusement ride was #1."
708,661,1,jpgenius ,"Here come the Grangers! Dang, we’ve seen some exciting families, haven’t we?"
709,661,2,Matthew Yothers ,"Yes we have, and also bobbymgsk, you forgot to mention that Kyle is also in the Air Force."
710,662,1,jpgenius ,"Well, DANG, Kevin. You can’t say THAT on TV. 😳"
711,663,1,jpgenius ,"Ah, the start of the Henrys’ adventure. 😁"
712,664,1,jpgenius ,All this week’s families were crazy fun. Too bad this game didn’t go to Sudden Death.
713,664,2,jpgenius ,How did King David get ZERO? 😳😡
714,665,1,jpgenius ,More comedy gold with the Henrys…with Terree revealing her hair under her weave. I didn’t see it coming. 😏
715,665,2,jpgenius ,"Also, police officer, Kenny? YIKES."
716,666,1,jpgenius ,188 points? GO KENNY!!! 👍🏾👍🏾
717,667,1,jpgenius ,THAT FM was painful. 😳 At least it wasn’t 5 zeroes.
718,667,2,Rohan Johnson ,Wow. It sucks to see the Grangers miss by 24 points on FM.
719,668,1,jpgenius ,"“Your place or mine.”
“What looks good on you is me.”"
720,669,1,jpgenius ,"Geez, the Grangers are KILLIN’ IT! That’s 41,715 reasons (and counting) why they‘re so good! Now go win that 🚗 tomorrow!"
721,669,2,ant0824 ,No wonder the Grangers are on a roll. Go for a Car win. And why you’re not commenting on Wheel of fortune this season?
722,669,3,jpgenius ,I’ve been so busy. I’ll comment when I get the chance.
723,669,4,jpgenius ,I’ll comment very soon. Starting this weekend.
724,670,1,jpgenius ,YES!!! GO HENRYS!!! 🚗👍🏾👍🏾
725,670,2,futuresamthegameshow ,Missed it by 9.
726,671,1,jpgenius ,GO GRANGERS!!! 🚗
727,671,2,ant0824 ,Grangers Car win! Family feud rating: 8. Not such for Wheel Today my rating on wheel a 2
728,671,3,Matthew Yothers ,"GO GET THAT CAR, GRANGERS, and thank you for your service, “Comeback” Kyle."
729,671,4,Bob ,That girl said “titties” lol
730,671,5,jpgenius ,I knew it was coming. I just KNEW it was coming.
731,671,6,Matthew Yothers ,Kyle said “Tiebreaker is all I could think of” after the 2nd FM question.
732,671,7,Matthew Yothers ,"And also, for the dog and cat question, I would’ve said either four legs or a tail."
733,671,8,Matthew Yothers ,"Or should I say, I would’ve ALSO said either four legs or a tail."
734,674,1,jpgenius ,"REP the Bay, Godwins! (They’re from Antioch.)"
735,674,2,jpgenius ,Wait…register for to vote…makes NO sense.
736,675,1,jpgenius ,Phillip’s answer to the last question was FAR better than #3.
737,675,2,jpgenius ,"REP the Bay, Graves! (They’re from Santa Rosa.)"
738,676,1,jpgenius ,Oklahoma vs. Minnesota made for some interesting matches tonight.
739,678,1,jpgenius ,Sad to see the Berrys lose by 7. But the Johnsons seem like good players!
740,679,1,jpgenius ,"The Crooks and McPhails are VERY talented, with the Elizabeth and Kristin’s tap dance and the Crooks’ gospel song. 👍🏾👍🏾"
741,679,2,Matthew Yothers ,"I agree, they were 2 very talented families, and also, congratulations to the Johnson family for starting their run with $20,000."
742,679,3,Matthew Yothers ,I thought there were 4 states that start with “New”.
743,679,4,jpgenius ,Me too! Here’s another top answer mistake: the biggest state. The #1 answer was Texas (instead of Alaska)!
744,679,5,Matthew Yothers ,"I agree with you again, Texas is actually the 2nd largest state overall."
745,680,1,jpgenius ,"Fun pair of episodes, and I sure hope the Berrys win the 🚗 tomorrow. That’ll be 2 straight OK families winning the 🚗."
746,681,1,jpgenius ,"The Johnsons have gotten HOT – for 40,000 reasons! 😳😁"
747,681,2,Matthew Yothers ,"For that 80-year-old man question, Steve actually went to Hayward for the steal."
748,682,1,jpgenius ,"Mixed emotions. Sad to see the Berrys lose the 🚗, but great to see the Weatherlys come back and win $20K!"
749,683,1,jpgenius ,"The Johnsons haven’t gotten to play much, but maybe that’s a strategy. Smart."
750,685,1,jpgenius ,Looks like we’ve got a car game doubleheader tomorrow. Nice!
751,686,1,jpgenius ,"That was a close call for the Weatherlys, but I’m SO glad they won a 🚗 AND another $20,000! 😁"
752,686,2,David Barton ,Why does he tell the family that lost the buzzer rang it’s too late but the family that won when the buzzer rang he let them answer I don’t get it
753,686,3,Matthew Yothers ,"I don’t know, but congratulations to the Weatherly family for coming back after 2 years to win the car and $41,810. Well done to them!"
754,687,1,jpgenius ,"Great job Bulbuks! And it’s OK, Deckers. You’ll be back tomorrow."
755,688,1,jpgenius ,The Brays drove me crazy. Pig mail? What’s that?! 😂😂😁 At least they won $20K.
756,688,2,jpgenius ,"Geez, this will make Monday’s episode the SIXTH (and likely final) 🚗 game this month! The Bulbuks have REALLY gotten hot – $41,565? I’ll take it! 😁"
757,688,3,jpgenius ,This was for tonight’s episode. Sorry.
758,689,1,jpgenius ,WTG Johnsons! 🚗
759,689,2,Matthew Yothers ,"I agree, and for the famous Jimmy/Jimmie question, I thought Jimmie Johnson was a good answer, he’s a famous race car driver."
760,689,3,jpgenius ,They also snubbed Jimmy Buffett and Jimi Hendrix. 🤦🏾‍♂️
761,689,4,Matthew Yothers ,"And actually, Austen didn’t do Fast Money at all, they actually got Lauten back in the group in their final attempt."
762,690,1,Matthew Yothers ,"Lots more money being given away, I think everybody really wants to win $20,000 this season."
763,691,1,jpgenius ,"Geez, this will make Monday’s episode the SIXTH (and likely final) 🚗 game this month! The Bulbuks have REALLY gotten hot – $41,565? I’ll take it! 😁"
764,691,2,Mitchell Hodack ,"I thought the Latu family of Fort Worth, Texas won the game. Did they win or lose to the Bray family?"
765,693,1,Matthew Yothers ,"Wow, David did really well and helped the Doughty family win $20,000, and also for the question, “Something you hope a houseguest doesn’t turn on in the middle school of the night, I’m surprised that the lights wasn’t #1."
766,694,1,jpgenius ,WOO HOO!! GO BULBUKS!!!! 🚗👍🏾👍🏾
767,694,2,Matthew Yothers ,"Wow, another Battle of the Sexes in this first game."
768,695,1,Matthew Yothers ,"Really, Turrentines? Clumsy and Moby?"
769,697,1,jpgenius ,"Both of tonight’s games were fun. The Nothelfers drove me CRAZY again 😂, and we had a Ms. America winner and an on-stage engagement. 😁❤️"
770,697,2,jpgenius ,But sad to see the Reeds miss by 4. 😥
771,697,3,Matthew Yothers ,"Agreed, and I also feel bad to see the Barrets lose by 20."
772,697,4,Tony Lopes ,What year was Miss America ‘Shirley”
773,697,5,jpgenius ,"According to Wikipedia, 1975."
774,699,1,jpgenius ,"Another double 🚗 win. Lorenzens and Doughtys, you absolutely KILLED IT! 👍🏾👍🏾"
775,699,2,Matthew Yothers ,"Man, Steve has given away a lot of money and cars on the feud."
776,700,1,jpgenius ,I think the last question in game 2 was odd. Doesn’t “move to another state” sorta count as “travel”?
777,701,1,Matthew Yothers ,"Wow, 2 $20,000 wins again, we’re having another lucky day on the Feud!"
778,701,2,Matthew Yothers ,"And also, we’ve REALLY gotta stop having liars in our surveys. The first question, “We asked 100 men, on a scale of 1 to 10, how dirty is your mind,” they said a 5 for that one."
